SG_UF;NO_MUNICIPIO;CO_ENTIDADE;NO_ENTIDADE
RO;Alta Floresta D'Oeste;11022558;EIEEF HAP BITT TUPARI
RO;Alta Floresta D'Oeste;11024275;CEEJA LUIZ VAZ DE CAMOES
RO;Alta Floresta D'Oeste;11024291;EMMEF 7 DE SETEMBRO
RO;Alta Floresta D'Oeste;11024666;EMEIEF BOA ESPERANCA
RO;Alta Floresta D'Oeste;11024682;EEEFM EURIDICE LOPES PEDROSO
RO;Alta Floresta D'Oeste;11024917;EMEIEF JOSE BASILIO DA GAMA
RO;Alta Floresta D'Oeste;11024968;EEEMTI JUSCELINO KUBITSCHEK DE OLIVEIRA
RO;Alta Floresta D'Oeste;11025034;EMMEF MALBA TAHAN
RO;Alta Floresta D'Oeste;11025115;EMMEF MARTIM AFONSO DE SOUZA
RO;Alta Floresta D'Oeste;11025310;EMEIEF PEDRO ALEIXO
RO;Alta Floresta D'Oeste;11025352;EMEIEF POTY
RO;Alta Floresta D'Oeste;11025476;EMMEF SAO JORGE
RO;Alta Floresta D'Oeste;11025620;EEEF TANCREDO DE ALMEIDA NEVES
RO;Alta Floresta D'Oeste;11025638;COLEGIO TIRADENTES DA POLICIA MILITAR - CTPM XI
RO;Alta Floresta D'Oeste;11025654;EMEIEF FLORESTA ENCANTADA
RO;Alta Floresta D'Oeste;11037962;EIEEFM KON KOATT TUPARI
RO;Alta Floresta D'Oeste;11038047;EIEEF SAW D JO TUPARI
RO;Alta Floresta D'Oeste;11038373;EIEEFM BOATT GERAINNY
RO;Alta Floresta D'Oeste;11039493;CRECHE MUNICIPAL CANTINHO DA ALEGRIA
RO;Alta Floresta D'Oeste;11046236;EIEEF MEKITOM TUPARI
RO;Alta Floresta D'Oeste;11046244;EIEEF AMEN KOARE TUPARI
RO;Alta Floresta D'Oeste;11046252;EIEEFM ANOMAE TUPARI
RO;Alta Floresta D'Oeste;11046864;CENTRO EDUCACIONAL DR ANTONIO LAZARO DE MOURA
RO;Alta Floresta D'Oeste;11047402;EMEI MONTEIRO LOBATO
RO;Alta Floresta D'Oeste;11047461;EMEIEF 17 DE JUNHO
RO;Alta Floresta D'Oeste;11049782;EMMEF HERBERT JOSE DE SOUSA
RO;Alta Floresta D'Oeste;11050594;EMEF MARIOMA PEREIRA DA SILVA
RO;Alta Floresta D'Oeste;11051264;CRECHE MUNICIPAL HEITOR MOREIRA UGOLINI
RO;Alta Floresta D'Oeste;11025280;EMEIEF PADRE FEIJO
RO;Alta Floresta D'Oeste;11024828;EMEIEF IZIDORO STEDILE
RO;Alta Floresta D'Oeste;11025077;EMEIEF MARIA DE SOUZA PEGO
RO;Alta Floresta D'Oeste;11024372;EMEIEF ANA NERY
RO;Ariquemes;11006722;ESCOLA ILMA DE FREITAS - APAE ARIQUEMES
RO;Ariquemes;11006757;CENTRO ESTADUAL DE EDUCACAO DE JOVENS E ADULTOS ARIQUEMES
RO;Ariquemes;11006765;ESCOLA ADVENTISTA DE ARIQUEMES
RO;Ariquemes;11006773;EEEFM CORA CORALINA
RO;Ariquemes;11006846;EEEF ALBINA MARCIO SORDI
RO;Ariquemes;11006854;EMEF ALDEMIR LIMA CANTANHEDE
RO;Ariquemes;11006889;EEEFM ANISIO TEIXEIRA
RO;Ariquemes;11006900;EMEIEF ARCO-IRIS
RO;Ariquemes;11007028;CEI CASTORZINHO
RO;Ariquemes;11007079;EMEF DR DIRCEU DE ALMEIDA
RO;Ariquemes;11007168;COLEGIO TIRADENTES DA POLICIA MILITAR - CTPM III
RO;Ariquemes;11007222;EMEIEF JORGE TEIXEIRA
RO;Ariquemes;11007249;EMEIEF HENRIQUE DIAS
RO;Ariquemes;11007257;EMEF FLORDINICE MAIA GOMES
RO;Ariquemes;11007281;EEEFM JARDIM DAS PEDRAS
RO;Ariquemes;11007346;EMEIEF JORGE LUIZ MOULAZ
RO;Ariquemes;11007443;EMEIEF MAFALDA RODRIGUES
RO;Ariquemes;11007451;EMEF MAGDALENA TAGLIAFERRO
RO;Ariquemes;11007508;EMEIEF MARIO QUINTANA
RO;Ariquemes;11007524;EEEFM MIGRANTES
RO;Ariquemes;11007605;EMEIEF PADRE ANGELO SPADARI
RO;Ariquemes;11007656;COLEGIO DINAMICO EDUCACAO BASICA
RO;Ariquemes;11007702;EMEIEF PROF PEDRO LOUBACK
RO;Ariquemes;11007710;EMEF PROFª EONISSE MARTINS
RO;Ariquemes;11007737;EMEIEF ROBERTO TURBAY
RO;Ariquemes;11007834;EMEIEF VINICIUS DE MORAES
RO;Ariquemes;11007885;EEEMTI HEITOR VILLA-LOBOS
RO;Ariquemes;11007893;EEEFM RICARDO CANTANHEDE
RO;Ariquemes;11007907;EMEIEF PROFª LAURA DE AVILA
RO;Ariquemes;11007923;CMEI BALAO MAGICO
RO;Ariquemes;11007931;EMEIEF CHAPEUZINHO VERMELHO
RO;Ariquemes;11007958;EMEIEF PINGO DE GENTE
RO;Ariquemes;11036753;CMEI MADRE TEREZA DE CALCUTA
RO;Ariquemes;11036800;EMEIEF SONHO MEU
RO;Ariquemes;11041439;EMEIEF PROFª MARIA INES ALVES DE FREITAS
RO;Ariquemes;11041986;EMEIEF PROF ENOQUE NUNES DA SILVA
RO;Ariquemes;11042001;EMEF FLORESTAN FERNANDES
RO;Ariquemes;11044454;ASSOCIACAO COMUNITARIA DA CRECHE MORANGUINHO
RO;Ariquemes;11044462;CENTRO EDUCACIONAL MONTEIRO LOBATO
RO;Ariquemes;11046007;EMEF SILVIO RODRIGUES
RO;Ariquemes;11047291;CENTRO EDUCACIONAL SESC ARIQUEMES
RO;Ariquemes;11048476;CMEI CRIANCA FELIZ
RO;Ariquemes;11048611;CMEI ARIKEM
RO;Ariquemes;11048620;EEEFM PROFESSORA CARMEM IONE DE ARAUJO
RO;Ariquemes;11049375;CEET - CENTRO DE EXCELENCIA EM EDUCACAO E TECNOLOGIA SENAI - JOSE FERNANDES DE MOURA
RO;Ariquemes;11049758;SENAC ARIQUEMES
RO;Ariquemes;11049910;COLEGIO EXCELENCIA
RO;Ariquemes;11050233;EEEFM PROFESSORA QUITERIA DE OLIVEIRA DA SILVA
RO;Ariquemes;11050586;CENTRO DE ATENDIMENTO EDUCACIONAL ESPECIALIZADO - AMAAR
RO;Ariquemes;11050772;EMEIEF PROFESSOR GESSI JANES SOARES MOREIRA
RO;Ariquemes;11050950;COLEGIO CRISTAO DE ARIQUEMES
RO;Ariquemes;11051183;CENTRO DE ENSINO DEKOLE
RO;Ariquemes;11051230;COLEGIO IMACULADO CORACAO DE MARIA
RO;Ariquemes;11051248;CENTRO DE EDUCACAO INFANTIL TANIA SACCOMAN TORRENTE
RO;Ariquemes;11051337;COLEGIO GUNNAR VINGREN
RO;Ariquemes;11052406;CENTRO DE EDUCACAO INFANTIL RENASCER
RO;Ariquemes;11064803;CMEI SONHO DE CRIANCA
RO;Ariquemes;11108800;IFRO - CAMPUS ARIQUEMES
RO;Cabixi;11033924;CEEJA 6 DE JULHO
RO;Cabixi;11034033;EMEI CEBOLINHA
RO;Cabixi;11034041;EMEIEF CECILIA MEIRELES
RO;Cabixi;11034050;EEEF CHICO MENDES
RO;Cabixi;11034173;EMEIEF MARCO IRIS
RO;Cabixi;11034270;EEEFM PLANALTO
RO;Cabixi;11034440;EEEFM JOSE DE ANCHIETA
RO;Cabixi;11039841;EMEIEF CHICO SOLDADO
RO;Cabixi;11050098;ESCOLA DE ENSINO ESPECIAL PROFESSORA LUCELAINE DA SILVEIRA - APAE
RO;Cacoal;11025670;CENTRO EDUCACIONAL MEMORINA ROSA CAMPOS
RO;Cacoal;11025697;CEEJA AIDA FIBIGER DE OLIVEIRA
RO;Cacoal;11025999;EMEIEF ANITA GARIBALDI
RO;Cacoal;11026014;EEEFM ANTONIO GONCALVES DIAS
RO;Cacoal;11026073;COLEGIO TIRADENTES DA POLICIA MILITAR - CTPM IX
RO;Cacoal;11026197;EEEFM CARLOS DRUMMOND DE ANDRADE
RO;Cacoal;11026235;EMTIEIEF CLAUDIO MANOEL DA COSTA
RO;Cacoal;11026278;EEEFM CORA CORALINA
RO;Cacoal;11026294;EMEIEF CRUZEIRO DO NORTE
RO;Cacoal;11026324;ESCOLA DANIEL BERG
RO;Cacoal;11026464;EEEF FREI CANECA
RO;Cacoal;11026499;EEEFM GRACILIANO RAMOS
RO;Cacoal;11026545;EEEF HONORINA LUCAS DE BRITO
RO;Cacoal;11026588;EIEEFM IZIDORO DE SOUZA MEIRELES
RO;Cacoal;11026626;EEEFM PAULO FREIRE
RO;Cacoal;11026685;EMEIEF JOSE MAURO DE VASCONCELOS
RO;Cacoal;11026758;EEEFM MARIA AURORA DO NASCIMENTO
RO;Cacoal;11026766;EMEIEF MARIA MONTESSORI
RO;Cacoal;11026812;EMEIEF MONTEIRO LOBATO
RO;Cacoal;11026936;EMEIEF PEDRO ALVARES CABRAL
RO;Cacoal;11026960;EMEIEF PRESIDENTE MEDICI
RO;Cacoal;11027002;EMEIEF PROF AGUSTINHO GOES DE OLIVEIRA
RO;Cacoal;11027088;EMEIEF SANTOS DUMONT
RO;Cacoal;11027134;EIEEFM SERTANISTA FRANCISCO MEIRELES
RO;Cacoal;11027142;EIEEFM SERTANISTA JOSE DO CARMO SANTANA
RO;Cacoal;11027207;EIEEFM TANCREDO NEVES
RO;Cacoal;11027290;ESCOLA DE EDUCACAO BASICA E PROFISSIONAL ANTONIO SANCHEZ DE LARRAGOITI Y CURDUMI
RO;Cacoal;11027312;EEEFM BERNARDO GUIMARAES
RO;Cacoal;11027320;EEEFM CARLOS GOMES
RO;Cacoal;11027347;EEEMTI CLODOALDO NUNES DE ALMEIDA
RO;Cacoal;11027355;ESCOLA FAMILIA AGRICOLA PADRE EZEQUIEL RAMIN DE CACOAL
RO;Cacoal;11027363;ESCOLA ESPECIALIZADA RAIO DE LUZ
RO;Cacoal;11027380;EMEIEF JOSE DE ALMEIDA E SILVA
RO;Cacoal;11027398;EMEIEF LUIZ LENZI
RO;Cacoal;11041234;EIEEF PAITEREY
RO;Cacoal;11041250;EIEEFM NOA SURUI
RO;Cacoal;11041277;EIEEFM JOAO EVANGELISTA DIAS
RO;Cacoal;11043342;EMIEF MARIA SOCORRO VIANA DE ALMEIDA
RO;Cacoal;11044020;EMEIEF PEDRO KEMPER
RO;Cacoal;11044888;CENTRO DE EDUCACAO INFANTIL TEREZINHA GENECI DE OLIVEIRA
RO;Cacoal;11046422;CENTRO DE FORMACAO TECNICA E PROFISSIONAL DE CACOAL
RO;Cacoal;11046732;CENTRO MUNICIPAL DE EDUCACAO INFANTIL LEAOZINHO
RO;Cacoal;11046740;EEEMTI JOSINO BRITO
RO;Cacoal;11047992;CENTRO MUNICIPAL DE EDUCACAO INFANTIL MARECHAL RONDON
RO;Cacoal;11048000;CENTRO MUNICIPAL DE EDUCACAO INFANTIL JOSINO BRITO
RO;Cacoal;11048069;CENTRO MUNICIPAL DE EDUCACAO INFANTIL BALAO MAGICO
RO;Cacoal;11048603;ESCOLA DO AMANHA EDUCACAO INFANTIL
RO;Cacoal;11049383;ESCOLA SENAI CACOAL
RO;Cacoal;11049448;CMEI VEREADOR EXPEDITO ALVES DE MACEDO
RO;Cacoal;11049456;EIEEF KABANEY
RO;Cacoal;11049723;INSTITUTO EDUCACIONAL SOMA - IES
RO;Cacoal;11050373;COOPERATIVA EDUCACIONAL DE CACOAL
RO;Cacoal;11050560;CENTRO EDUCACIONAL COLO DE MAE
RO;Cacoal;11050756;CENTRO EDUCACIONAL MULTI ENSINO CEME
RO;Cacoal;11051035;CMEI MONICA FRANCISCA DA CRUZ
RO;Cacoal;11051078;CENTRO MUNICIPAL DE ATENDIMENTO EDUCACIONAL ESPECIALIZADO EM AUTISMO
RO;Cacoal;11051159;CMEI DERCY GOMES RODRIGUES
RO;Cacoal;11051167;EIEEFM SOESAME IKINAH
RO;Cacoal;11051205;EMEIEF RODOLFO LUCHTENBERG
RO;Cacoal;11051388;CENTRO MUNICIPAL DE EDUCACAO INFANTIL JOSE SIMOES
RO;Cacoal;11051523;COLEGIO CRISTAO - CACOAL
RO;Cacoal;11052600;EMEIEF ANGELA MARIA DA MATA PERDONCINI
RO;Cacoal;11058811;CENTRO EDUCACIONAL ALECRIM DOURADO
RO;Cacoal;11106832;SENAC-CACOAL-RO
RO;Cacoal;11109815;IFRO - CAMPUS CACOAL
RO;Cacoal;11026839;EMEIEF NOSSA SENHORA DO CARMO
RO;Cacoal;11027401;EEEFM CELSO FERREIRA DA CUNHA
RO;Cacoal;11026367;EMEIEF DR JOAO DE DEUS SIMPLICIO
RO;Cerejeiras;11034459;ESCOLA DE ENSINO ESPECIAL MAJOR OSWALDO HARGER
RO;Cerejeiras;11034467;CEEJA CARLOS DRUMOND DE ANDRADE
RO;Cerejeiras;11034696;EEEF FLORIANO PEIXOTO
RO;Cerejeiras;11034750;EMEIEF IRMA DULCE
RO;Cerejeiras;11034777;EEEF GOV JERONIMO GARCIA DE SANTANA
RO;Cerejeiras;11034955;EMEIEF REGINA SPERFELD SEBOLD
RO;Cerejeiras;11034998;EEEM TANCREDO DE ALMEIDA NEVES
RO;Cerejeiras;11035056;EEEF CASTRO ALVES
RO;Cerejeiras;11035072;EMEIEF MUNDO DA CRIANCA TIAGO PANATTO
RO;Cerejeiras;11037075;ESCOLA DE EDUCACAO INFANTIL ENSINO FUNDAMENTAL E MEDIO DIMENSAO
RO;Cerejeiras;11042346;EMEIEF PROFª MARIA HELENA BARREIROS
RO;Cerejeiras;11045329;EMEI MORANGUINHO FELIZ
RO;Cerejeiras;11049286;EMEI ISABEL OLIVEIRA DE ALMEIDA
RO;Cerejeiras;11050934;ESCOLA FAMILIA AGRICOLA MANOEL RIBEIRO
RO;Cerejeiras;11055405;CM MARILENE PEREIRA DE SOUZA
RO;Colorado do Oeste;11035099;CEEJA TANCREDO DE ALMEIDA NEVES
RO;Colorado do Oeste;11035102;CENTRO MUNICIPAL DE EDUCACAO INFANTIL MONTEIRO LOBATO
RO;Colorado do Oeste;11035110;EMEIEF 16 DE JUNHO
RO;Colorado do Oeste;11035188;EMEIEF PROFESSORA CLAIR DA SILVA WEYH
RO;Colorado do Oeste;11035269;INSTITUTO EDUCACIONAL DIMENSAO
RO;Colorado do Oeste;11035277;EMEIEF DOM JOAO VI
RO;Colorado do Oeste;11035404;EMEIEF GETULIO VARGAS
RO;Colorado do Oeste;11035420;EMEIEF GOVERNADOR ANGELO ANGELIN
RO;Colorado do Oeste;11035544;EMEFTI JULIETA VILELA VELOZO
RO;Colorado do Oeste;11035773;EMEIEF PLANALTO
RO;Colorado do Oeste;11035790;EMEIEFTI PREFEITO MARCOS DONADON
RO;Colorado do Oeste;11035951;EEEFM MANUEL BANDEIRA
RO;Colorado do Oeste;11035960;EEEFM PAULO DE ASSIS RIBEIRO
RO;Colorado do Oeste;11037016;IFRO - CAMPUS COLORADO DO OESTE
RO;Colorado do Oeste;11037032;ESCOLA DE ENSINO ESPECIAL MARCOS ARITANA
RO;Corumbiara;11036125;EEEFM COLINA VERDE
RO;Corumbiara;11036397;ESCOLA ESTADUAL DE ENSINO FUNDAMENTAL E MEDIO MARECHAL RONDON
RO;Corumbiara;11036486;EEEFM DOUTOR OSWALDO PIANNA
RO;Corumbiara;11036516;EMEIEF PROFESSOR LUIZ BENVENOTO DALA COSTA
RO;Corumbiara;11036575;EEEF SAO ROQUE
RO;Corumbiara;11036648;EMEIEF PROFESSOR DOMINGOS PEREIRA DA ROCHA
RO;Corumbiara;11038519;EMEF MUNDO MAGICO
RO;Corumbiara;11049391;CENTRO MUNICIPAL DE EDUCACAO INFANTIL CMEI JUSAIA MAIA DA SILVA
RO;Costa Marques;11005386;CEEJA JOSE ALVES DE ALMEIDA
RO;Costa Marques;11005610;EMEF GOMES CARNEIRO
RO;Costa Marques;11005769;EEEF RAIMUNDO DE OLIVEIRA MESQUITA
RO;Costa Marques;11005823;EEEFM ANGELINA DOS ANJOS
RO;Costa Marques;11005831;EMEIF JARDIM DE INFANCIA BEIJA FLOR
RO;Costa Marques;11039396;EMEI NOSSA SENHORA APARECIDA
RO;Costa Marques;11041420;EPMEIF MARIA LUCINETE FIRMINO MIRANDA
RO;Costa Marques;11041447;EPMEIF ILTON JOSE MARTINS
RO;Costa Marques;11042338;INSTITUTO EDUCACIONAL LUZIA CONCEICAO ORTIZ APAE
RO;Costa Marques;11045507;EMEF AMERICO CASARA
RO;Costa Marques;11047216;EEEFM DARCY DA SILVEIRA
RO;Costa Marques;11048654;EMEF PREFEITO RUY RODRIGUES DE ALMEIDA
RO;Costa Marques;11048662;EMEI ANTONIO BEZERRA NETO
RO;Costa Marques;11107820;CRECHE MUNICIPAL MUNDO MAGICO
RO;Costa Marques;11005858;EMEIF GENERAL SAMPAIO
RO;Espigão D'Oeste;11027487;EMEIEF AURELIO BUARQUE DE HOLANDA
RO;Espigão D'Oeste;11027690;EEEF FERNANDA SOUZA DE PAULA
RO;Espigão D'Oeste;11027754;EEEFM JEAN PIAGET
RO;Espigão D'Oeste;11027762;EEEF JERRIS ADRIANI TURATTI
RO;Espigão D'Oeste;11028033;EIEEFM PICHUVY CINTA LARGA
RO;Espigão D'Oeste;11028246;EIEEFM SERTANISTA BENEDITO BRIGIDO DA SILVA
RO;Espigão D'Oeste;11028424;EEEMTI 7 DE SETEMBRO
RO;Espigão D'Oeste;11037237;CEEJA DONIZETE ROMUALDO DA SILVA
RO;Espigão D'Oeste;11038578;ESCOLA MONTEIRO LOBATO
RO;Espigão D'Oeste;11038586;EMEIEF TEOBALDO FERREIRA
RO;Espigão D'Oeste;11041307;APAE DE ESPIGAO DO OESTE
RO;Espigão D'Oeste;11042648;EIEEFM CAPITAO CARDOSO
RO;Espigão D'Oeste;11043865;EIEEFM ROSANA CINTA LARGA
RO;Espigão D'Oeste;11044519;EMEI SERGIO BALBINOT
RO;Espigão D'Oeste;11044527;EMEIEF SIMONE MOURA ROSA
RO;Espigão D'Oeste;11046783;EMEI PROFESSOR ANTONIO BRASIL
RO;Espigão D'Oeste;11046872;EMEIEF CLELIA DAVID MUNDIM
RO;Espigão D'Oeste;11047607;EIEEF MAAMNZEEP CINTA LARGA
RO;Espigão D'Oeste;11106816;EEEF MARIA DI SANCTI SANTOS
RO;Espigão D'Oeste;11028335;EMEIEF TANCREDO DE ALMEIDA NEVES
RO;Espigão D'Oeste;11049987;EIEEF OYKATXER SURUI
RO;Espigão D'Oeste;11027533;EMEIEF BRAS CUBAS
RO;Espigão D'Oeste;11027886;EMEIEF MARIA ROSA DE OLIVEIRA
RO;Espigão D'Oeste;11027878;EEEF MARIA LOURENCO CASSIANO
RO;Guajará-Mirim;11005874;EMEI BADER MASSUD JORGE
RO;Guajará-Mirim;11005890;EIEEF ABRAO KOOP
RO;Guajará-Mirim;11005912;EIEEFM ALEXANDRINA DO NASCIMENTO GOMES
RO;Guajará-Mirim;11005939;COLEGIO TIRADENTES DA POLICIA MILITAR - CTPM X
RO;Guajará-Mirim;11005947;EMEIEF ALMIRANTE TAMANDARE
RO;Guajará-Mirim;11005971;EMEIEF CANDIDA MARIA MOURA DE PAULA
RO;Guajará-Mirim;11005980;EEEF CAPITAO GODOY
RO;Guajará-Mirim;11006013;CEEJA DR CLAUDIO FIALHO
RO;Guajará-Mirim;11006021;EMREF DR FRANCO MARTIRE
RO;Guajará-Mirim;11006030;EMEIEF JESUS PEREZ
RO;Guajará-Mirim;11006056;EMREF ECOLOGISTA FRANCISCO MENDES
RO;Guajará-Mirim;11006072;EIEEF 05 DE JULHO
RO;Guajará-Mirim;11006102;EMEIEF PROFESSORA FLORIZA BOUEZ
RO;Guajará-Mirim;11006129;EIEEF FRANCISCO JOSE DE LACERDA
RO;Guajará-Mirim;11006145;EMEIEF IRMA HILDA
RO;Guajará-Mirim;11006161;EIEEF JOAO FARIAS DE BARROS
RO;Guajará-Mirim;11006170;EIEEF JOAO FRANCISCO ARUAK
RO;Guajará-Mirim;11006196;EMEIEF JOSE CARLOS NERI
RO;Guajará-Mirim;11006234;EIEEF JOSIAS BATISTA DE OLIVEIRA
RO;Guajará-Mirim;11006293;EIEEF MARECHAL RONDON
RO;Guajará-Mirim;11006331;EMREF ODOCIL PIRES DE ALMEIDA
RO;Guajará-Mirim;11006358;EEEF PAUL HARRIS
RO;Guajará-Mirim;11006366;EIEEF PAULO SALDANHA SOBRINHO
RO;Guajará-Mirim;11006390;EIEEF PEDRO AZZI
RO;Guajará-Mirim;11006412;EIEEF POSCIDONIO BASTOS
RO;Guajará-Mirim;11006498;EMEIEF PROFESSOR SALOMAO SILVA
RO;Guajará-Mirim;11006536;EMEIEF SAUL BENNESBY
RO;Guajará-Mirim;11006579;EIEEF TENENTE LIRA
RO;Guajará-Mirim;11006587;EMREIEF TEOFILO LIMAO DE SOUZA
RO;Guajará-Mirim;11006595;ESCOLA TOUFIA TANOUS BOUCHABKI
RO;Guajará-Mirim;11006617;EEEFM IRMA MARIA CELESTE - CIVICO-MILITAR
RO;Guajará-Mirim;11006633;EEEFM ROCHA LEAL
RO;Guajará-Mirim;11006641;EEEMTI SIMON BOLIVAR
RO;Guajará-Mirim;11006684;INSTITUTO ESTADUAL DE EDUCACAO PAULO SALDANHA
RO;Guajará-Mirim;11006692;EMEIEF PROFESSORA ADMA LEAL
RO;Guajará-Mirim;11006714;ESCOLA DE EDUCACAO ESPECIAL NOVO MUNDO - ASSOCIACAO PESTALOZZI - GUAJARA-MIRIM
RO;Guajará-Mirim;11041846;EIEEF MANUM ORO EO
RO;Guajará-Mirim;11042842;EIEEF DIDIMO GRACILIANO DE OLIVEIRA
RO;Guajará-Mirim;11042850;EIEEF NAWACAM ORO WARAM XIJEIN
RO;Guajará-Mirim;11043458;EMEIEF PROFª MARIA LIBERTY DE FREITAS
RO;Guajará-Mirim;11043474;EIEEF A AIN ORO NAO
RO;Guajará-Mirim;11043482;EIEEF HWEREIN CAT TOWA ORO NAO
RO;Guajará-Mirim;11043490;EIEEF WEM CANUM ORO WARAM
RO;Guajará-Mirim;11044802;CENTRO DESPERTAR DA CRIANCA E DO ADOLESCENTE
RO;Guajará-Mirim;11044829;CENTRO EDUCACIONAL MUNDO ENCANTADO
RO;Guajará-Mirim;11046805;CENTRO EDUCACIONAL NOVO MILENIO
RO;Guajará-Mirim;11047046;EMREF 10 DE ABRIL
RO;Guajará-Mirim;11048190;EMREF ODETE BARROSO VIANA
RO;Guajará-Mirim;11048891;EIEEF MARINA AIKOM ORO WIM
RO;Guajará-Mirim;11048913;EIEEF DOM LUIZ GOMES DE ARRUDA
RO;Guajará-Mirim;11048921;EIEEF CO UM ORO WARAM
RO;Guajará-Mirim;11048930;EIEEF MBIXIRE TAXO MACURAP
RO;Guajará-Mirim;11048948;EIEEF PAKUIA
RO;Guajará-Mirim;11049642;EIEEF MAMXUN TAMANAIN ORO NAO
RO;Guajará-Mirim;11049960;IFRO - CAMPUS GUAJARA-MIRIM
RO;Guajará-Mirim;11050110;EMEI PROFESSORA ZULEIDE COSTA DE ASSUMPCAO
RO;Guajará-Mirim;11050543;ASSOCIACAO ALLAN KARDEK
RO;Guajará-Mirim;11050667;EIEEF ORO WAO YEIN ORO NAO
RO;Guajará-Mirim;11050675;EIEEF ORO WAO PO WA ORO NAO
RO;Guajará-Mirim;11050683;EIEEF JOAO JABUTI
RO;Guajará-Mirim;11051086;CENTRO EDUCACIONAL INOVACAO
RO;Guajará-Mirim;11052007;EMREF ERNANDES COSTA
RO;Guajará-Mirim;11066806;EIEEF XIJAN ORO NAO
RO;Guajará-Mirim;11067810;EIEEF VALDEMAR CABIXI
RO;Guajará-Mirim;11068809;EIEEF JOSE DOS SANTOS
RO;Guajará-Mirim;11090804;EIEEF WATACAO ORO NAO MIXIC
RO;Guajará-Mirim;11091800;EIEEF LEONEL BUANGA CANOE
RO;Guajará-Mirim;11094834;CMAE PROFESSOR JOSE RODOLPHO ALVES FERREIRA
RO;Guajará-Mirim;11119802;EMREF PROFESSORA HELENA MENEZES RUIZ
RO;Guajará-Mirim;11120800;EMREF PROF JOAO DA MATA DOS SANTOS
RO;Guajará-Mirim;11005882;EMEIEF TIA CHIQUINHA
RO;Guajará-Mirim;11006420;EEEF PRESIDENTE EURICO GASPAR DUTRA
RO;Guajará-Mirim;11006528;EMEIEF SAO JUDAS TADEU
RO;Guajará-Mirim;11089806;EEEF SALOMAO JUSTINIANO DE MELGAR
RO;Jaru;11011157;APAE PRECISO DE CARINHO
RO;Jaru;11011165;CEEJA DE JARU
RO;Jaru;11011181;EMEI PROFESSORA ZENIR CARVALHO
RO;Jaru;11011190;EMEI TANIA BARRETO
RO;Jaru;11011203;EMEIEF BEATRIZ MIREYA
RO;Jaru;11011270;EMEF ABRAO ROCHA
RO;Jaru;11011335;EMEF ALDEMIR LIMA CANTANHEDE
RO;Jaru;11011491;EEEMTI CAPITAO SILVIO DE FARIAS
RO;Jaru;11011661;EEEFM PROF DAYSE MARA DE OLIVEIRA MARTINS
RO;Jaru;11011998;EMEF JEAN CARLOS MUNIZ
RO;Jaru;11012099;EEEFM GOV JORGE TEIXEIRA DE OLIVEIRA
RO;Jaru;11012170;EMEIEF JUSCELINO KUBITSCHEK
RO;Jaru;11012269;EMEIEF MARECHAL CORDEIRO DE FARIAS
RO;Jaru;11012323;EMEF MARIA DE LOURDES DA SILVA
RO;Jaru;11012382;EEEF NILTON OLIVEIRA DE ARAUJO
RO;Jaru;11012447;EEEFM OLGA DELLAIA
RO;Jaru;11012684;COLEGIO TIRADENTES DA POLICIA MILITAR - CTPM XIII
RO;Jaru;11012994;EEEFM PLACIDO DE CASTRO
RO;Jaru;11040076;COOPERATIVA DE PROFISSIONAIS EM EDUCACAO
RO;Jaru;11043318;EEIEF PADRE ADOLFO KOLPING
RO;Jaru;11043687;EMEI PATO DONALD
RO;Jaru;11043709;EMEF MENEZIO DE VICTO
RO;Jaru;11044918;EEI PROFª MARIA DA CONCEICAO DOS SANTOS
RO;Jaru;11045469;ESCOLA ADVENTISTA DE JARU
RO;Jaru;11046910;EMEIEF MARIA GOMES DA COSTA GONCALVES
RO;Jaru;11047232;EMEI ELZA MARIA FABRIS
RO;Jaru;11049014;ESCOLA FAMILIA AGRICOLA DOM ANTONIO POSSAMAI
RO;Jaru;11049057;EIEEF JAVEVYRA
RO;Jaru;11049090;EMEI GABRIEL BALMANT NEVES
RO;Jaru;11050047;SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL - SENAC JARU
RO;Jaru;11050322;IFRO - CAMPUS JARU
RO;Jaru;11050438;CEET SENAI JARU
RO;Jaru;11050799;EMEI MARIA DO SOCORRO LOPES SOARES
RO;Jaru;11051060;MAX CENTRO EDUCACIONAL JARU
RO;Jaru;11051094;MD CURSOS
RO;Jaru;11051108;EMEI PRIMAVERA
RO;Jaru;11051213;CENTRO DE ENSINO DEKOLE DE JARU
RO;Jaru;11012277;EEEFM MARECHAL COSTA E SILVA
RO;Jaru;11040130;E M E I BOM JESUS
RO;Jaru;11012145;EEEFM JOSUE MONTELLO
RO;Jaru;11012579;EEEFM PEDRO VIEIRA DE MELO
RO;Jaru;11044934;EIEEF JUPAU
RO;Jaru;11046260;EMEIEF DJARU UARU
RO;Jaru;11046279;EMEIEF JOSE DE SOUZA SILVA
RO;Ji-Paraná;11013133;ESCOLA ADVENTISTA DE JI-PARANA
RO;Ji-Paraná;11013141;COLEGIO ULBRA SAO PAULO
RO;Ji-Paraná;11013249;CMEIEF MARIO DAVID ANDREAZZA
RO;Ji-Paraná;11013257;CMEI NELSON DIAS
RO;Ji-Paraná;11013265;CENTRO DE EDUCACAO INFANTIL CANTINHO DO CEU
RO;Ji-Paraná;11013273;EEEF SILVIO MICHELUZZI
RO;Ji-Paraná;11013311;EEEF 13 DE MAIO
