SG_UF;NO_MUNICIPIO;CO_ENTIDADE;NO_ENTIDADE
PA;Monte Alegre;15008339;E M E F CALVARIO
PA;Monte Alegre;15008347;E M E F CARIM MELEM
PA;Monte Alegre;15008355;E M E F CASTANHEIRO
PA;Monte Alegre;15008363;E M E F CAUCU A
PA;Monte Alegre;15008371;E M E F CAUCU B
PA;Monte Alegre;15008398;E M E F CICERO JOSE DA ROCHA
PA;Monte Alegre;15008428;E M E F CURRALINHO
PA;Monte Alegre;15008444;E M E F DOM PEDRO II
PA;Monte Alegre;15008452;E M E I F DR JOAO TERTULIANO DE ALMEIDA LINS
PA;Monte Alegre;15008479;E M E F ERERE
PA;Monte Alegre;15008487;E M E I E F EXPEDITO CORREA MORERA
PA;Monte Alegre;15008495;E M E F FERNAO DIAS
PA;Monte Alegre;15008517;E M E F FLEXAL II
PA;Monte Alegre;15008525;E M E I E F FREI OTHOMAR
PA;Monte Alegre;15008533;E M E F HENRIQUE SOUZA
PA;Monte Alegre;15008584;E M E F IMACULADA CONCEICAO
PA;Monte Alegre;15008614;E M E F ORLANDO TELES DA COSTA
PA;Monte Alegre;15008622;E M E I E F PROFA LEONOR LIRA BERNARDES
PA;Monte Alegre;15008665;E M E F LAJES
PA;Monte Alegre;15008673;E M E F LINHA CENTRAL
PA;Monte Alegre;15008681;E M E F LINHA CENTRAL II
PA;Monte Alegre;15008720;E M E I F MURICOCA
PA;Monte Alegre;15008746;E M E F NSRA SANTANA
PA;Monte Alegre;15008754;E M E I F NSRA DO PERPETUO SOCORRO
PA;Monte Alegre;15008762;E M E F NOSSA SENHORA DE NAZARE
PA;Monte Alegre;15008827;E M E I F SAO JOAO
PA;Monte Alegre;15008851;E M E F PAITUNA I
PA;Monte Alegre;15008886;E M E F PE M DE ALBUQUERQUE
PA;Monte Alegre;15008916;E M E I F PIAPO
PA;Monte Alegre;15008940;E M E F RAIMUNDO GILDO PEREIRA
PA;Monte Alegre;15008983;E M E F SAO DIOGO
PA;Monte Alegre;15008991;E M E I F SAO FELIPE
PA;Monte Alegre;15009033;E M E F STA CRUZ
PA;Monte Alegre;15009041;E M E F TERRA PRETA
PA;Monte Alegre;15009084;E M E F CABECEIRA DO JACARECAPA
PA;Monte Alegre;15009130;E M E I E F PA 254 KM 11
PA;Monte Alegre;15009149;E M E I F SETOR 15 II
PA;Monte Alegre;15009173;E M E F CUMARU B VERMELHO
PA;Monte Alegre;15009220;E M E F DE MATA GRANDE
PA;Monte Alegre;15009238;E M E I F ENTRONCAMENTO BOA SORTE I
PA;Monte Alegre;15009254;E M E F PA 254 SETOR 13 II
PA;Monte Alegre;15009327;C M E I VOVO CHIQUINHA
PA;Monte Alegre;15009335;C M E I TIA ESTELA
PA;Monte Alegre;15009343;C M E I MUNICIPAL ABELINHA
PA;Monte Alegre;15140224;C M E I PEQUENO PRINCIPE
PA;Monte Alegre;15140270;C M E I FORCA INFANTIL
PA;Monte Alegre;15140385;E M E F SAO PEDRO SETOR 11
PA;Monte Alegre;15143023;E M E I E F JOSE HOLANDA DA COSTA
PA;Monte Alegre;15148009;E M E F SAO RAIMUNDO NONATO
PA;Monte Alegre;15151735;E M E F MATA ALTA
PA;Monte Alegre;15151743;E M E F OLHO DAGUA
PA;Monte Alegre;15153843;E M E I E F PROF MARIA ERANDIR NOGUEIRA
PA;Monte Alegre;15153894;C M E I VOVO ROZINDA
PA;Monte Alegre;15158675;E M E F PEAFU
PA;Monte Alegre;15164748;E M E I F PROF IERECE MIRANDA DE MELO MOREIRA
PA;Monte Alegre;15166023;C M E I PROFESSOR JOAO PEDRO LIMA DA SILVA
PA;Monte Alegre;15169065;ANEXO EE FRANCISCO NOBRE DE ALMEIDA - PA 245 KM 11
PA;Monte Alegre;15169090;ANEXO EE FRANCISCO NOBRE DE ALMEIDA - VILA DA CANP
PA;Monte Alegre;15169189;ANEXO EE FRANCISCO NOBRE DE ALMEIDA - VILA DE MURUMURU
PA;Monte Alegre;15170403;ANEXO EE PE EDMUNDO DE LIMA CALVO - VILA DE LIMAO
PA;Monte Alegre;15171167;CENTRO EDUCACIONAL EXCELENCIA DO SABER
PA;Monte Alegre;15172945;E M E F PROFA JUDITH SIMOES DA COSTA
PA;Monte Alegre;15173771;INSTITUTO DE ENSINO APROVA MAIS
PA;Monte Alegre;15176746;E M E I E F CRISTA PAZ
PA;Monte Alegre;15177807;ESCOLA ESTADUAL RURAL DE MONTE ALEGRE
PA;Monte Alegre;15201007;E M E F AGUA VERMELHA
PA;Monte Alegre;15201201;E M E F SETOR 06 SAGRADA FAMILIA II
PA;Monte Alegre;15219097;E M E I E F ANTONIO CHAVES JARDINA
PA;Monte Alegre;15225038;C M E I CAMINHANDO COM JESUS
PA;Monte Alegre;15226034;ESCOLA DE EDUCACAO INFANTIL E ENSINO FUNDAMENTAL IMACULADA CONCEICAO
PA;Monte Alegre;15227596;E M E F SANTANA
PA;Monte Alegre;15517969;E M E F FABIO DAMASCENO MARTINS
PA;Monte Alegre;15518221;E M E I F SAO LUCAS
PA;Monte Alegre;15518256;E M E I F SAUDADE I
PA;Monte Alegre;15518337;E M E I F SETOR 8 S PEDRO
PA;Monte Alegre;15518345;C M E I PEQUENO REBANHO
PA;Monte Alegre;15518396;C M E I TIA OLIMPIA
PA;Monte Alegre;15518418;C M E I DA AMIZADE
PA;Monte Alegre;15518426;C M E I DEUS PROVERA
PA;Monte Alegre;15518434;C M E I TIA FATIMA
PA;Monte Alegre;15518515;E M E F NOVO BRASIL PATRIMONIO
PA;Monte Alegre;15544117;E M E F KM 35
PA;Monte Alegre;15545679;E M E F CABECEIRA DO IGARAPE GRANDE
PA;Monte Alegre;15545717;E M E F FAVILA GENTIL
PA;Monte Alegre;15554635;E M E I F TIA CASSILDA
PA;Monte Alegre;15554660;C M E I JARDIM DO EDEM
PA;Monte Alegre;15554856;E M E F SAMAUMA II
PA;Monte Alegre;15554864;E M E F IGARAPE DAS MINAS
PA;Monte Alegre;15554937;C M E I FRUTO DO AMOR
PA;Monte Alegre;15554945;E M E I F MALVINAS
PA;Monte Alegre;15555194;C M E I SEMENTINHA DO SABER
PA;Monte Alegre;15555224;E M E F ACU DAS TRES BOCAS II
PA;Monte Alegre;15555232;E M E F BOA ESPERANCA II
PA;Monte Alegre;15555658;E M E F TERRA PRETA II
PA;Monte Alegre;15562735;E M E F PREF CARIM MELEM
PA;Monte Alegre;15567427;E M E F BRAZ
PA;Monte Alegre;15572030;C M E I CINDERELA
PA;Monte Alegre;15572048;C M E I SONHO ENCANTADO
PA;Monte Alegre;15572099;ESCOLA ESTADUAL C PRESIDENTE FERNANDO HENRIQUE
PA;Monte Alegre;15576876;C M E I PETER PAN
PA;Monte Alegre;15576884;E M E I F NOVA FLORESTA
PA;Monte Alegre;15577392;E E I E F PASTOR GILBERTO MARQUES DE SOUZA
PA;Monte Alegre;15581241;C M E I TIA ANASTACIA
PA;Monte Alegre;15581500;C M E I ESTRELA DALVA
PA;Monte Alegre;15583619;E M E I F IGARAPE DO ANTA
PA;Monte Alegre;15583627;C M E I SANTA CLARA
PA;Monte Alegre;15587851;E M E I F SAO JORGE
PA;Monte Alegre;15587886;EETEPA MONTE ALEGRE
PA;Monte Alegre;15952932;INSTITUTO DE EDUCACAO BASICA E PROFISSIONAL ROSE FIGUEIREDO
PA;Muaná;15030172;E M E F MAJOR JOSE IDELFONSO SOSINHO
PA;Muaná;15030199;E M E F BOM PASTOR
PA;Muaná;15030210;E M E F SANTA LUZIA
PA;Muaná;15030229;E M E F SAO MARCOS
PA;Muaná;15030300;E M E I F VEREADOR JORGE DA COSTA VALENTE
PA;Muaná;15030342;E M E F NOSSA SENHORA DA CONCEICAO
PA;Muaná;15030369;E M E F PROF ACY BARROS PEREIRA
PA;Muaná;15030504;E M E F ANGELO NASCIMENTO
PA;Muaná;15030512;E M E F CAP TURIANO SILVA
PA;Muaná;15030539;E M E F CLAUDIO FIGUEIREDO
PA;Muaná;15030547;E M E F D PEDRO II
PA;Muaná;15030571;E M E F DR JOSE MALCHER
PA;Muaná;15030741;E M E F SANTA RITA DE CASSIA
PA;Muaná;15030776;E M E F TENENTE PEDRO AZEVEDO
PA;Muaná;15030792;E M E F CEL JOAO CANCIO DA SILVA BRABO II
PA;Muaná;15030997;E M E F BOA ESPERANCA
PA;Muaná;15031071;E M E F SANTO INACIO
PA;Muaná;15031080;E M E F SANTO ANDRE
PA;Muaná;15031217;E M E F VEREADOR RUBENS FERNANDES PIRES
PA;Muaná;15031250;E M E F MANOEL ASSUNCAO COUTINHO
PA;Muaná;15031403;E M E F SAO FRANCISCO DE ASSIS
PA;Muaná;15031659;E M E I F PASTOR GILBERTO MARQUES DE SOUZA
PA;Muaná;15031675;E M E F VICENTE CARDOSO
PA;Muaná;15031705;E M E F DOMINGOS BRABO
PA;Muaná;15157059;E M E F RAIMUNDO AZEVEDO CUNHA
PA;Muaná;15177645;ESCOLA ESTADUAL RURAL DE MUANA
PA;Muaná;15539687;E M E F ERMELINDA FERREIRA GUIMARAES
PA;Muaná;15547078;E M E F MANOEL HERMELINDO DOS SANTOS GUIMARAES
PA;Muaná;15547094;E M E F CEL JOAO CANCIO DA SILVA BRABO I
PA;Muaná;15548147;E M E F PAULA FRASSINETTI
PA;Muaná;15550303;E M E F FLOR HORTENCIA
PA;Muaná;15550311;E M E I HERMES DA COSTA TEIXEIRA
PA;Muaná;15550320;E M E I PALHETA
PA;Muaná;15550354;E M E I PONTA NEGRA
PA;Muaná;15550397;E M E I GENESIO DOS SANTOS MARTINS
PA;Muaná;15558118;ESCOLA ESTADUAL DR SERGIO MOTA
PA;Muaná;15560279;E M E F AYRTON SENNA DA SILVA
PA;Muaná;15560317;E M E F DRA RUTH PASSARINHO
PA;Muaná;15560341;E M E F JOSE BENEDITO DO PRADO PACHECO
PA;Muaná;15560392;E M E F HIPOLITO BRITO
PA;Muaná;15560406;E M E F JOSE BELO
PA;Muaná;15576892;E M E I SAO MIGUEL
PA;Muaná;15030288;E M E F DEP OSVALDO BRABO DE CARVALHO
PA;Muaná;15030890;E M E F SAO TOME
PA;Muaná;15031721;E M E F SAID RAUDA KALIF
PA;Muaná;15550389;E M E I NERINA FREITAS GUIMARAES
PA;Nova Esperança do Piriá;15093158;ESCOLA ESTADUAL LINA SEFFER
PA;Nova Esperança do Piriá;15093182;E M E I F AGUAS LINDAS
PA;Nova Esperança do Piriá;15093190;E M E I F RAIMUNDO NUNES
PA;Nova Esperança do Piriá;15093204;E M E I F ALUIZIO CHAVES
PA;Nova Esperança do Piriá;15093220;E M E F ANTONIO CORREA DE LIMA
PA;Nova Esperança do Piriá;15093328;E M E I F SENADOR LEMOS
PA;Nova Esperança do Piriá;15093336;E M E F GETULIO VARGAS
PA;Nova Esperança do Piriá;15093344;E M E F JOANA DARC
PA;Nova Esperança do Piriá;15093395;E M E I F NOSSA SENHORA DA DIVINA PROVIDENCIA
PA;Nova Esperança do Piriá;15093450;E M E F TANCREDO NEVES
PA;Nova Esperança do Piriá;15093484;E M E F SAGRADA FAMILIA
PA;Nova Esperança do Piriá;15093492;E M E F SANTA CATARINA
PA;Nova Esperança do Piriá;15093557;E M E I F SANTA BARBARA
PA;Nova Esperança do Piriá;15138129;E M E I F JOAO GALDINO FILHO
PA;Nova Esperança do Piriá;15139402;E M E F MARIA LAURITA
PA;Nova Esperança do Piriá;15146286;E M E I F AGRIPINO RIBEIRO
PA;Nova Esperança do Piriá;15146324;E M E F PROF MARIA DO ROSARIO VIANA
PA;Nova Esperança do Piriá;15146332;E M E F JANIO QUADROS
PA;Nova Esperança do Piriá;15146340;E M E F VILA LOBOS
PA;Nova Esperança do Piriá;15146359;E M E I RUTH PASSARINHO
PA;Nova Esperança do Piriá;15146375;E M E F VICENTE ALVES
PA;Nova Esperança do Piriá;15158063;E M E F JOSE DE ALENCAR
PA;Nova Esperança do Piriá;15165906;E M E F BRAULINO AFONSO DA SILVA
PA;Nova Esperança do Piriá;15165914;E M E I CRECHE PROF MARIA DO CARMO
PA;Nova Esperança do Piriá;15169880;EMEIF PROFESSORA RIZANGELA GOMES
PA;Nova Esperança do Piriá;15171248;CENTRO DE ATENDIMENTO EDUCACIONAL ESPECIALIZADO CRESCER
PA;Nova Esperança do Piriá;15178315;ESCOLA ESTADUAL RURAL DE NOVA ESPERANCA DO PIRIA
PA;Nova Esperança do Piriá;15227154;E M E I F PROFESSOR GILVANDO NASCIMENTO
PA;Nova Esperança do Piriá;15517330;E M E I F TIRADENTES
PA;Nova Esperança do Piriá;15522431;E M E F MANOEL RODRIGUES BASTOS
PA;Nova Esperança do Piriá;15542114;E M E F JOSUE VIEIRA DE OLIVEIRA
PA;Nova Esperança do Piriá;15542130;E M E F SITIO BRACO GRANDE
PA;Nova Esperança do Piriá;15542149;E M E F ANTONIO DA SILVA
PA;Nova Esperança do Piriá;15542157;E M E F NOVA CONQUISTA
PA;Nova Esperança do Piriá;15542335;EMEF PROFESSORA MARIA CLEUBA ALVES DA SILVA
PA;Nova Esperança do Piriá;15547655;E M E F LINA SEFFER
PA;Nova Esperança do Piriá;15555534;E M E I F JANICE SANTOS
PA;Nova Esperança do Piriá;15555585;E M E F JOSE RAUL DE SOUZA SANTOS
PA;Nova Esperança do Piriá;15562212;E M E I F ANTONIO CEARENSE
PA;Nova Ipixuna;15106098;E M E F ALBERTO MOUSSALEM
PA;Nova Ipixuna;15111962;E M E F ESTER FERNANDES SILVA
PA;Nova Ipixuna;15112195;E M E F ALMIRO FELIPE DALFERTH
PA;Nova Ipixuna;15112268;E M E F ANTONIO COELHO
PA;Nova Ipixuna;15112381;E M E F CASTRO ALVES
PA;Nova Ipixuna;15112454;E M E F COSME E DAMIAO
PA;Nova Ipixuna;15112462;E M E F D PEDRO I
PA;Nova Ipixuna;15112489;E M E F ROQUETE PINTO
PA;Nova Ipixuna;15112497;E M E F DEODORO DA FONSECA
PA;Nova Ipixuna;15112500;E M E F DUQUE DE CAXIAS
PA;Nova Ipixuna;15112764;E M E F MARECHAL FLORIANO PEIXOTO
PA;Nova Ipixuna;15112918;E M E F OSVALDO CRUZ
PA;Nova Ipixuna;15112934;E M E F PEQUENO PRINCIPE
PA;Nova Ipixuna;15113108;E M E F JOSE DUTRA DA COSTA
PA;Nova Ipixuna;15113132;E M E F SANTA RITA DO TOCANTINS
PA;Nova Ipixuna;15113140;E M E F SANTO ANTONIO DO PRAIALTA
PA;Nova Ipixuna;15118088;E M E F CRIANCA APRENDIZ
PA;Nova Ipixuna;15128598;E M E F SAO GABRIEL
PA;Nova Ipixuna;15129187;E M E F NOSSA SENHORA APARECIDA
PA;Nova Ipixuna;15140182;E M E F ANTONIO CARLOS JOBIM
PA;Nova Ipixuna;15157954;E M E F MARIA DIVINA GOMES DE JESUS
PA;Nova Ipixuna;15177823;ESCOLA ESTADUAL RURAL DE NOVA IPIXUNA
PA;Nova Ipixuna;15534758;E M E I BRANCA DE NEVE
PA;Nova Ipixuna;15553043;E M E F SANTA MARIA DO TOCANTINS
PA;Nova Ipixuna;15561488;E M E F NAIR BRAZ LIMA
PA;Nova Ipixuna;15561518;E M E F NOVA JERUZALEM DO TOCANTINS
PA;Nova Ipixuna;15561542;E M E F SAO SEBASTIAO
PA;Nova Ipixuna;15574296;E M E F MARIA PEREIRA DOS SANTOS
PA;Nova Ipixuna;15574300;E M E I POLIANA ROSENA DE JESUS
PA;Nova Ipixuna;15574318;E M E F CHICO MENDES
PA;Nova Ipixuna;15574326;E M E F SAO PEDRO DO TRACOA
PA;Nova Ipixuna;15579581;ESCOLA ESTADUAL MARIA IRANY RODRIGUES DA SILVA
PA;Nova Timboteua;15061299;E M E F ALZIRA GODINHO DA SILVA
PA;Nova Timboteua;15061310;ESCOLA ESTADUAL DES AUGUSTO OLIMPIO
PA;Nova Timboteua;15061329;E M E F MARIA DO CARMO
PA;Nova Timboteua;15061337;E M E F MARIA URBANA DA SILVA
PA;Nova Timboteua;15061345;E M E F PROF MARIA AUGUSTA ALENCAR
PA;Nova Timboteua;15061361;E M E I F PROF MARIA LUIZA AMARAL
PA;Nova Timboteua;15061400;E M E F TRAVESSA SAMAUMA I
PA;Nova Timboteua;15061450;E M E F ISOLADA TRAV CARITEUA GIZELDO BARROS
PA;Nova Timboteua;15061515;E M E F PROF MARIA OTILIA PINHEIRO DA COSTA
PA;Nova Timboteua;15061566;E M E F PEDRO CABOCLO DA SILVA
PA;Nova Timboteua;15061582;E M E F PEDRO CABRAL DE MELO
PA;Nova Timboteua;15061590;E M E F PROF JULIO CESAR
PA;Nova Timboteua;15061612;E M E F NOSSA SENHORA DA CONCEICAO
PA;Nova Timboteua;15061655;E M E F TRAVESSA SAPUCAIA SUL
PA;Nova Timboteua;15061671;E M E F SANTA LUZIA
PA;Nova Timboteua;15061680;E M E F ADALGIZA COSTA MARQUES
PA;Nova Timboteua;15061736;E M E F SORIANO MONTEIRO DA SILVA
PA;Nova Timboteua;15169391;CRECHE MUNICIPAL DAZI DA COSTA CORREA DA CONCEICAO
PA;Nova Timboteua;15170241;ANEXO EE DES AUGUSTO OLIMPIO - VILA TIMBOTEUA
PA;Nova Timboteua;15178846;ANEXO RURAL DE AUGUSTO OLIMPIO
PA;Nova Timboteua;15520862;E M E F JOSE CARNEIRO DA SILVA
PA;Nova Timboteua;15520994;E M E I F PROF ONEIDE ALVES PINHEIRO
PA;Nova Timboteua;15567419;E M E F JORGE ELIAS SALUM
PA;Nova Timboteua;15061442;E M E F PROF RITA RICARDO
PA;Nova Timboteua;15061507;EMEF BOA VISTA
PA;Nova Timboteua;15061744;ESCOLA MUNICIPAL ENSINO FUNDAMENTAL MAGALHAES BARATA
PA;Novo Progresso;15098516;CENTRO DE EDUCACAO INFANTIL ODAIR VIDEIRA
PA;Novo Progresso;15102459;E M E I E F BOM JESUS
PA;Novo Progresso;15102475;EMEIEF PROFª IVANIA ROMIO CALLEGARO
PA;Novo Progresso;15102505;EMEIEF DUQUE DE CAXIAS
PA;Novo Progresso;15102530;EMEIEF SANTA JULIA
PA;Novo Progresso;15102556;EMEIEF DEPUTADO JOAO CARLOS BATISTA
PA;Novo Progresso;15102637;EMEIEF SAO LUIZ
PA;Novo Progresso;15140016;E M E I E F PROF MARIA JOSE VILANOVA DE BRITO
PA;Novo Progresso;15140741;ESCOLA ESTADUAL WALDEMAR LINDERMAYER
PA;Novo Progresso;15142388;EMEIEF DOUTOR CLEO BERNARDO
PA;Novo Progresso;15156311;EEIEF GIRASSOL
PA;Novo Progresso;15159310;COLEGIO REDENTOR DE ENSINO MEDIO ENSINO FUNDAMENTAL I E II E EDUCACAO INFANTIL
PA;Novo Progresso;15160955;CENTRO EDUCACIONAL PAN AMERICANO
PA;Novo Progresso;15162087;CENTRO DE EDUCACAO INFANTIL DIETHELM BIRK
PA;Novo Progresso;15163911;CENTRO DE EDUCACAO INFANTIL PRIMEIROS PASSOS
PA;Novo Progresso;15169910;EMIEIEF KRAIADJARA
PA;Novo Progresso;15171825;MASTER CURSOS PROFISSIONALIZANTES
PA;Novo Progresso;15176347;CENTRO EDUCACIONAL PINGO DE GENTE
PA;Novo Progresso;15176991;EMEIEF LOURIVAL BOIAN
PA;Novo Progresso;15177220;EMIEIEF NGREIBJERETI
PA;Novo Progresso;15177599;ESCOLA ESTADUAL RURAL DE NOVO PROGRESSO
PA;Novo Progresso;15543188;E M E I E F CURUMIM
PA;Novo Progresso;15549208;EMEIEF TANCREDO NEVES
PA;Novo Progresso;15551539;E M E I E F MIGUEL RODRIGUES DA SILVA
PA;Novo Progresso;15551547;EMEIEF PROFESSOR VALDOMIRO MENDES RODRIGUES
PA;Novo Progresso;15551555;E M E I ROSELI REINEHR
PA;Novo Progresso;15551563;CENTRO DE EDUCACAO INFANTIL DEJANIRA MELO DE LIMA
PA;Novo Progresso;15558460;EMEIEF PROFESSORA MARIA IGNES DE SOUZA LIMA
PA;Novo Progresso;15569047;E M E I E F MACHADO DE ASSIS
PA;Novo Progresso;15569055;EMEIEF MARIO DAGOSTIN
PA;Novo Progresso;15569179;COLEGIO HIPER IDEAL DE EDUCACAO BASICA
PA;Novo Progresso;15571920;EMEIEF PROFESSORA MARIA DORALINA RUARO
PA;Novo Progresso;15571939;E M E I E F PRESIDENTE VARGAS
PA;Novo Progresso;15575543;EMEIEF JOSE LAZARO BUBOLA
PA;Novo Progresso;15575551;EMEIEF PROFESSORA VANIA MESQUITA SILVERIO
PA;Novo Progresso;15583210;EMIEIEF TAPIETY
PA;Novo Repartimento;15097285;E M E I F NOVA ESPERANCA II
PA;Novo Repartimento;15114252;E M E F ANGELO LIMA DE AMORIM
PA;Novo Repartimento;15114260;E M E I F BENJAMIN FRANKLIN
PA;Novo Repartimento;15114295;EMEIF SANTA ANA
PA;Novo Repartimento;15114309;E M E I CRECHE ALDEIA
PA;Novo Repartimento;15114317;E M E I CRECHE SOSSEGO DA MAMAE
PA;Novo Repartimento;15114341;E M E I F CASTELINHO DO PEQUENO PRINCIPE
PA;Novo Repartimento;15114376;E M E F PERO VAZ DE CAMINHA
PA;Novo Repartimento;15114430;E M E F DONA MARIA OLINDINA
PA;Novo Repartimento;15114449;E M E F MARILIA DE DIRCEU
PA;Novo Repartimento;15114457;E M E I F PRINCESA LEOPOLDINA
PA;Novo Repartimento;15114538;E M E F DONA LEOPOLDINA
PA;Novo Repartimento;15114627;E M E F PADRE JOSINO
PA;Novo Repartimento;15114678;E M E I F SAO VICENTE
PA;Novo Repartimento;15114686;ESCOLA ESTADUAL PAPA PAULO VI
PA;Novo Repartimento;15114694;E M E F PR JOSE PINTO DE MENEZES
PA;Novo Repartimento;15114732;E M E F NOVA
PA;Novo Repartimento;15114791;E M E F BOA ESPERANCA
PA;Novo Repartimento;15114805;E M E I F CAMPOS SALES
PA;Novo Repartimento;15114880;E M E F DUQUE DE CAXIAS
PA;Novo Repartimento;15114902;E M E F FRANCISCO DE ASSIS
PA;Novo Repartimento;15114937;E M E F O BOSQUE
PA;Novo Repartimento;15114970;E M E F PROF RAIMUNDA TAVARES
PA;Novo Repartimento;15114996;E M E I F SANTOS DUMONT
PA;Novo Repartimento;15115003;E M E F SAO BENEDITO
PA;Novo Repartimento;15115046;E M E F TIRADENTES
PA;Novo Repartimento;15115127;E M E F SANTA CRUZ
PA;Novo Repartimento;15115178;E M E F CARAJAS
PA;Novo Repartimento;15115224;E M E I F JOSE DORGIVAL
PA;Novo Repartimento;15115259;E M E F NOSSA SENHORA DE FATIMA
PA;Novo Repartimento;15115283;E M E F PRINCESA IZABEL
PA;Novo Repartimento;15115291;E M E I F PROF OSCAR CAVALCANTE
PA;Novo Repartimento;15115313;E M E I F REI DOS REIS
PA;Novo Repartimento;15115445;E M E I F JANIO QUADROS
PA;Novo Repartimento;15115542;E M E F RECANTO FELIZ
PA;Novo Repartimento;15115550;E M E F RIO JORDAO
PA;Novo Repartimento;15115623;E M E F O MUNDO DA CRIANCA
PA;Novo Repartimento;15150240;E M E F CHICO MENDES II
PA;Novo Repartimento;15150321;E M E F NOVO HORIZONTE II
PA;Novo Repartimento;15150380;E M E I F JOSE SOARES DO COUTO FILHO
PA;Novo Repartimento;15150410;E M E F JOSE CIRILO GOMES
PA;Novo Repartimento;15150437;E M E I F NETELCIO FERREIRA DE BRITO
PA;Novo Repartimento;15150470;E M E I F RIO GELADO
PA;Novo Repartimento;15151069;E M E F HUMBERTO DE CAMPOS
PA;Novo Repartimento;15159060;OLIMPUS CENTRO DE ESTUDOS E FORMACAO
PA;Novo Repartimento;15164896;E M E I IRMA DULCE
PA;Novo Repartimento;15168913;ANEXO EE PAPA PAULO VI - VILA TUCURUI
PA;Novo Repartimento;15168930;EEEM PAPA PAULO VI ANEXO II
PA;Novo Repartimento;15170233;E M I E I F XOTINGA
PA;Novo Repartimento;15170250;E M I E I F ITAOA
PA;Novo Repartimento;15170268;E M I E I F AREKAXOTAWA
PA;Novo Repartimento;15170276;E M I E I F KWANOENAWA
PA;Novo Repartimento;15170284;E M I E I F TIMOKWERA
PA;Novo Repartimento;15170292;E M I E I F KARATINGA
PA;Novo Repartimento;15170306;E M I E I F YOPAKA
PA;Novo Repartimento;15170314;E M I E I F XAKOYGA
PA;Novo Repartimento;15170322;E M I E I F KOYMYRA
PA;Novo Repartimento;15170330;E M I E I F OPE EWERA
PA;Novo Repartimento;15170349;E M I E I F OROTAWA
PA;Novo Repartimento;15170357;E M I E I F ITAYGA
PA;Novo Repartimento;15170365;E M I E I F WYRAAWA INATAHYA
PA;Novo Repartimento;15170373;E M I E I F OROWOTINGA
PA;Novo Repartimento;15174360;SISTEMA DE ENSINO INOVE INTERATIVA EIRELLI
PA;Novo Repartimento;15176754;E M E I F RAIMUNDO ALVES CARDOSO
PA;Novo Repartimento;15176843;UNIDADE DE EDUCACAO INFANTIL LYDIO DE MATTOS
PA;Novo Repartimento;15519139;E M E I F ANTONIA BALDOMINO REGOSO
PA;Novo Repartimento;15519171;E M E I F CASTRO ALVES
PA;Novo Repartimento;15519198;E M E I F NOVA CANAA
PA;Novo Repartimento;15519767;E M E I F SENADOR DACY RIBEIRO
PA;Novo Repartimento;15519775;E M E I NOSSA SENHORA DE FATIMA
PA;Novo Repartimento;15525759;E M E I CASTELINHO DO PEQ PRINCIPE VL T
PA;Novo Repartimento;15525805;E M E I F NOVO PROGRESSO
PA;Novo Repartimento;15534642;E M E F VALE DO SOL
PA;Novo Repartimento;15534677;E M E F JUSCELINO KUBITSCHEK
PA;Novo Repartimento;15548856;E M E I F ANISIO TEIXEIRA
PA;Novo Repartimento;15549062;E M E F JOSE CICERO DA SILVA
PA;Novo Repartimento;15551601;E M E I F SAO CRISTOVAO
PA;Novo Repartimento;15560015;E M E F BRASIL INFANCIA
PA;Novo Repartimento;15560082;E M E F BOA VISTA
PA;Novo Repartimento;15564320;E M E F UIRAPURU
PA;Novo Repartimento;15564509;E M E F WALDIR RIBEIRO DE ALMEIDA
PA;Novo Repartimento;15564517;E M E F MORADA DO SABER
PA;Novo Repartimento;15564525;E M E I F SILVA MATIAS
PA;Novo Repartimento;15564541;E M E F BOA ESPERANCA II
PA;Novo Repartimento;15564550;E M E F CASTANHEIRA
PA;Novo Repartimento;15564576;E M E I CRECHE PEQUENO CURUMIN
PA;Novo Repartimento;15570649;E M E I F MARTINS MONTEIRO
PA;Novo Repartimento;15570827;E M E I F VALE DO AMANHECER
PA;Novo Repartimento;15570851;E M E F TAPAJOS
PA;Novo Repartimento;15570886;E M E I F GRAO PARA
PA;Novo Repartimento;15570932;E M E F SAO GABRIEL
PA;Novo Repartimento;15570975;E M E F ADAO TABOSA
PA;Novo Repartimento;15571114;E M E F PROF REGINA PANTOJA
PA;Novo Repartimento;15571181;E M E F ANDORINHA
PA;Novo Repartimento;15571211;E M E I F CRIANCA FELIZ
PA;Novo Repartimento;15571254;E M E F MADRE TEREZA DE CALCUTA
PA;Novo Repartimento;15577589;E M E F SAO JOSE
PA;Novo Repartimento;15577619;E M E I F NOVO ELDORADO
PA;Novo Repartimento;15580830;COLEGIO CASTRO ALVES
PA;Novo Repartimento;15585450;E M E I PEQUENOS PERALTAS
PA;Novo Repartimento;15585468;E M E I CORDEIRINHOS DE CRISTO
PA;Novo Repartimento;15585492;E M E F CRIANCA ESPERANCA
PA;Novo Repartimento;15585506;E M E F RAIO DE SOL
PA;Novo Repartimento;15585514;E M E F CRISTO E PODER
PA;Novo Repartimento;15585557;E M E I GOTINHA DOURADA
PA;Novo Repartimento;15585590;E M E I OURICINHOS DO PARA
PA;Novo Repartimento;15585603;E M E F SONHO REAL
PA;Novo Repartimento;15586383;E M E F PROF ANTONIO ALVES DOS SANTOS
PA;Novo Repartimento;15586820;E M E I PEQUENO POLEGAR
PA;Novo Repartimento;15586855;E M E I PONTE PARA O FUTURO
